Name	Description	pvalue	qvalue	phenotype	genes
GO:0009299	mRNA transcription	0.194	0.194	1	DDX5,SRF,MED1,HSF1
GO:0042789	mRNA transcription from RNA polymerase II promoter	0.705	0.705	1	SRF,MED1
GO:0007229	integrin-mediated signaling pathway	0.427	0.427	1	FGR,ITGA2B,CUL3,TXK,CDH17,MYH9,HCK,NEDD9,ERBB2IP,PLEK,ITGB1BP1,PTK2B,CCM2,ADAM10,ITGB7,FERMT3,ZYX,ITGB2,SYK,RCC2,CD47,FLNA,PHACTR4,LAT
GO:0006002	fructose 6-phosphate metabolic process	1	1	1	PFKL,FBP1,GFPT1
GO:0048008	platelet-derived growth factor receptor signaling pathway	1	1	1	ABL1,SLC9A3R1,PTPRJ,CLASP2,RGS14,PTPN2,PTPN1
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	0.524	0.524	1	ABL1,CLASP2,PTPN2,PTPN1
GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	1	1	1	SLC9A3R1,PTPRJ,PTPN2
GO:0010642	negative regulation of platelet-derived growth factor receptor signaling pathway	1	1	1	SLC9A3R1,PTPRJ,PTPN2
GO:0018065	protein-cofactor linkage	1	1	1	NDUFAB1,LIAS,POP5,LIPT2
GO:0009249	protein lipoylation	0.294	0.294	1	NDUFAB1,LIAS,POP5,LIPT2
GO:1990089	response to nerve growth factor	0.000564	0.000564	1	ACAP2,AKT1
GO:1990090	cellular response to nerve growth factor stimulus	0.000564	0.000564	1	ACAP2,AKT1
GO:0038179	neurotrophin signaling pathway	8.88e-08	8.88e-08	1	BAD,AP2B1,PSMB1,FYN,PPP5C,PSMC4,CUL3,TRIO,PHLPP2,PSMA4,PIK3CB,RASGRF1,FGFR2,RHOA,FGFR3,MEF2A,PSME4,RPS6KA2,RASAL2,MARK3,ARHGEF1,FGFR1,ARAF,TNRC6C,MEF2C,GSK3B,PSMC5,PEBP1,BRAP,ARHGAP4,TNRC6A,PLEKHG2,PSME1,PSMD5,ITPR3,JAK2,PSMD8,CRKL,MAPK1,TNRC6B,IL2RB,SOS2,PSMC6,PSMA3,PSMC1,RPS6KA5,PSMA6,NFKBIA,PSME2,PSMA7,PSMD10,MCF2,FGD1,ARHGEF7,PSMD7,TSC2,RIPK2,IKBKB,ARHGEF18,RASAL3,GRIN2D,JAK3,PIK3R2,GSK3A,CASP2,PSMA2,RAPGEF1,MAPK8,PSMD3,PSMD11,PRKAR1A,LAMTOR3,NFKB1,IL2,RAPGEF2,ARHGEF17,CDKN1B,MAPK14,PPP2R5D,RASGRF2,PRKAR2A,MAPKAPK3,PSMD14,SOS1,RAP1A,HDAC1,ARHGEF2,LAMTOR2,APH1A,RPS6KA1,CREB1,FOXO3,MAPKAP1,ADCY7,PIK3CA,ITPR2,WDR83,ATF1,PLCG1,PSMF1,PSMB2,PRKCG,MAP2K2,FGD3,AKAP9,PSMA1,ARHGEF6,SHC2,ARHGEF9,PSME3,RAF1,PTPRA,CASP9,KRAS,VAV3,NGF,KIDINS220,SMPD2,ARHGEF4,RAC1,DAB2IP,MAP2K5,APH1B,FGD4,NTRK3,PDPK1,KSR1,ARHGDIA,VAV1,AKT1,PRKACB,PSMA5,RIT1,PSEN2,CALM2,RPS27A,PIK3R1,RASA1,FGD2,TIAM2,IL2RG,CAMK2G,FOXO1,UBC,ITPR1,RIT2,CAMK4,BCL2L11,PRKCA,PSMA8,MOV10,RASA2,TIAM1,MAPK13,BRAF,PSMD4,PSMB4,THEM4,ABR,CALM3,VAV2,SPTBN4,SHC1,FGFR4,PSMC2,JAK1,MAPKAPK2,TRAT1,PRKCD,DUSP7,CASP3,RICTOR,PRKACG,PSMC3,MAPK7,YWHAB,MLST8,STAT3,MAP2K1,UBB,AKAP13,PRKCE,PIK3CD,HDAC3,RASGRP1,MYD88,ADRBK1,RELA,PSMD1,ADCY6,PSMD2,RPS6KB2,RPS6KA3,GRB2,CD28,MAGED1,LCK,GRIN2A,IRAK1,FOXO4,PSMD13,IRS2,RASA3,MAPK12,PRKAR1B,FGF16,HDAC2,PSMD12,SYNGAP1,CALM1,MTOR,PSMB8,AKT1S1,PSMB10,NRAS,CHUK,LAT,UBA52,PSMB9,AATF,PSMB3
GO:0048011	neurotrophin TRK receptor signaling pathway	9.05e-08	9.05e-08	1	BAD,AP2B1,PSMB1,FYN,PPP5C,PSMC4,CUL3,TRIO,PHLPP2,PSMA4,PIK3CB,RASGRF1,FGFR2,RHOA,FGFR3,MEF2A,PSME4,RPS6KA2,RASAL2,MARK3,ARHGEF1,FGFR1,ARAF,TNRC6C,MEF2C,GSK3B,PSMC5,PEBP1,BRAP,ARHGAP4,TNRC6A,PLEKHG2,PSME1,PSMD5,ITPR3,JAK2,PSMD8,CRKL,MAPK1,TNRC6B,IL2RB,SOS2,PSMC6,PSMA3,PSMC1,RPS6KA5,PSMA6,NFKBIA,PSME2,PSMA7,PSMD10,MCF2,FGD1,ARHGEF7,PSMD7,TSC2,RIPK2,IKBKB,ARHGEF18,RASAL3,GRIN2D,JAK3,PIK3R2,GSK3A,CASP2,PSMA2,RAPGEF1,MAPK8,PSMD3,PSMD11,PRKAR1A,LAMTOR3,NFKB1,IL2,RAPGEF2,ARHGEF17,CDKN1B,MAPK14,PPP2R5D,RASGRF2,PRKAR2A,MAPKAPK3,PSMD14,SOS1,RAP1A,HDAC1,ARHGEF2,LAMTOR2,APH1A,RPS6KA1,CREB1,FOXO3,MAPKAP1,ADCY7,PIK3CA,ITPR2,WDR83,ATF1,PLCG1,PSMF1,PSMB2,PRKCG,MAP2K2,FGD3,AKAP9,PSMA1,ARHGEF6,SHC2,ARHGEF9,PSME3,RAF1,PTPRA,CASP9,KRAS,VAV3,NGF,KIDINS220,SMPD2,ARHGEF4,RAC1,DAB2IP,MAP2K5,APH1B,FGD4,PDPK1,KSR1,ARHGDIA,VAV1,AKT1,PRKACB,PSMA5,RIT1,PSEN2,CALM2,RPS27A,PIK3R1,RASA1,FGD2,TIAM2,IL2RG,CAMK2G,FOXO1,UBC,ITPR1,RIT2,CAMK4,BCL2L11,PRKCA,PSMA8,MOV10,RASA2,TIAM1,MAPK13,BRAF,PSMD4,PSMB4,THEM4,ABR,CALM3,VAV2,SPTBN4,SHC1,FGFR4,PSMC2,JAK1,MAPKAPK2,TRAT1,PRKCD,DUSP7,CASP3,RICTOR,PRKACG,PSMC3,MAPK7,YWHAB,MLST8,STAT3,MAP2K1,UBB,AKAP13,PRKCE,PIK3CD,HDAC3,RASGRP1,MYD88,ADRBK1,RELA,PSMD1,ADCY6,PSMD2,RPS6KB2,RPS6KA3,GRB2,CD28,MAGED1,LCK,GRIN2A,IRAK1,FOXO4,PSMD13,IRS2,RASA3,MAPK12,PRKAR1B,FGF16,HDAC2,PSMD12,SYNGAP1,CALM1,MTOR,PSMB8,AKT1S1,PSMB10,NRAS,CHUK,LAT,UBA52,PSMB9,AATF,PSMB3
GO:0038180	nerve growth factor signaling pathway	1	1	1	RAPGEF1,RAPGEF2,RAP1A,KIDINS220
GO:0090611	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway	0.242	0.242	1	CHMP4B,VPS4B,VPS4A,PDCD6IP
GO:0030388	fructose 1,6-bisphosphate metabolic process	1	1	1	ALDOC,PFKL,ALDOA
GO:0035456	response to interferon-beta	0.0991	0.0991	1	STAT1,XAF1,IFITM1,IKBKE
GO:0007398	ectoderm development	1	1	1	ZBTB7B,ITGAM,KRT6B
GO:0051340	regulation of ligase activity	2.36e-06	2.36e-06	1	CDC27,PSMB1,PSMC4,GCLM,PSMA4,DCUN1D1,TPR,ANAPC4,CUL1,PSME4,UBE2D1,PSMC5,ANAPC5,PSME1,CDC23,PSMD5,ABL1,PSMD8,PSMC6,PSMA3,PSMC1,PSMA6,PSME2,PSMA7,PSMD10,PSMD7,PSMA2,PSMD3,PSMD11,DCUN1D4,PSMD14,PARK7,PSMF1,PSMB2,PCID2,PIN1,PSMA1,CDC16,PSME3,DCUN1D5,PSMA5,RPS27A,DYNC1LI1,DCUN1D2,UBC,XRCC4,ANAPC1,BUB3,PSMA8,PSMD4,PSMB4,PSMC2,MAD2L1,ANAPC10,PSMC3,BTRC,BAG5,BMI1,CDK1,UBB,PSMD1,PSMD2,ANAPC2,UBE2N,PSMD13,UBE2L3,NHEJ1,ANAPC7,PSMD12,PSMB8,PSMB10,LCMT1,UBA52,PSMB9,PSMB3
GO:0051351	positive regulation of ligase activity	4.1e-07	4.1e-07	1	CDC27,PSMB1,PSMC4,GCLM,PSMA4,DCUN1D1,ANAPC4,CUL1,PSME4,UBE2D1,PSMC5,ANAPC5,PSME1,CDC23,PSMD5,PSMD8,PSMC6,PSMA3,PSMC1,PSMA6,PSME2,PSMA7,PSMD10,PSMD7,PSMA2,PSMD3,PSMD11,DCUN1D4,PSMD14,PSMF1,PSMB2,PIN1,PSMA1,CDC16,PSME3,DCUN1D5,PSMA5,RPS27A,DCUN1D2,UBC,XRCC4,ANAPC1,PSMA8,PSMD4,PSMB4,PSMC2,ANAPC10,PSMC3,BTRC,BMI1,CDK1,UBB,PSMD1,PSMD2,ANAPC2,UBE2N,PSMD13,UBE2L3,NHEJ1,ANAPC7,PSMD12,PSMB8,PSMB10,UBA52,PSMB9,PSMB3
GO:0043094	cellular metabolic compound salvage	0.00463	0.00463	1	TYMP,MRI1,CECR1,UPRT,MTAP,GMPR2,DGUOK,AMPD2,AMPD1,UCK1,AMPD3,ENOPH1,APIP,ADK,DCK,CDA,HPRT1,ADAL,UPP1,ADA,UCKL1,PNP,APRT
GO:0023058	adaptation of signaling pathway	0.919	0.919	1	ARRB2,ADRBK1,UBQLN2
GO:0018210	peptidyl-threonine modification	0.137	0.137	1	WNK1,SIRT2,MARK2,CAD,MAPK1,VRK1,RIPK2,TGFB1,TGFBR1,MAPK8,GALNT3,PKN1,INPP5K,CAB39,PDPK1,GALNT1,AKT1,GALNT2,CALM2,VPRBP,TAF1,PRKCA,DYRK1A,CALM3,TGFBR2,PRKCD,LMTK2,PRKCB,CDK1,OXSR1,TNKS,LRRK2,WNK3,STK39,CALM1
GO:1902224	ketone body metabolic process	0.941	0.941	1	AACS,OXCT1,HMGCL,HMGCLL1,BDH1
GO:0036260	RNA capping	8.19e-10	8.19e-10	1	POLR2J,MNAT1,METTL1,POLR2B,POLR2E,POLR2F,RNMT,POLR2C,ERCC2,POLR2I,GTF2H1,GTF2H3,RNGTT,NCBP2,GTF2F1,CDK7,CCNH,NCBP1,TGS1,POLR2D,GTF2H2,ERCC3,POLR2H,POLR2G,FAM103A1,TRMT112,POLR2L,POLR2A,GTF2F2,SUPT5H,GTF2H4
GO:0009452	7-methylguanosine RNA capping	2.02e-09	2.02e-09	1	POLR2J,MNAT1,METTL1,POLR2B,POLR2E,POLR2F,RNMT,POLR2C,ERCC2,POLR2I,GTF2H1,GTF2H3,RNGTT,NCBP2,GTF2F1,CDK7,CCNH,NCBP1,POLR2D,GTF2H2,ERCC3,POLR2H,POLR2G,FAM103A1,TRMT112,POLR2L,POLR2A,GTF2F2,SUPT5H,GTF2H4
GO:0007610	behavior	1	1	1	DSCAM,CXCR3,FGF16
GO:0007626	locomotory behavior	1	1	1	STRN,PUM1
GO:0050795	regulation of behavior	1	1	1	DSCAM,CXCR3,HMGB1,FGF16,KLRK1
GO:0050920	regulation of chemotaxis	1	1	1	DSCAM,CXCR3,HMGB1,FGF16,KLRK1
GO:0048521	negative regulation of behavior	1	1	1	SEMA4G,SEMA3D,KLRK1
GO:0048520	positive regulation of behavior	1	1	1	DSCAM,CXCR3,FGF16
GO:0070265	necrotic cell death	5.54e-06	5.54e-06	1	CFLAR,BIRC3,FAS,CSDA,CASP8,CYLD,DNM1L,TRPM7,TRADD,BIRC2,ARHGEF2,FASLG,ALKBH7,TRAF2,RIPK3,RIPK1,RPS27A,UBC,TLR3,FADD,MLKL,UBB,UBA52,TNF,PGAM5
GO:0097164	ammonium ion metabolic process	1	1	1	CETP,CBR4
GO:0042461	photoreceptor cell development	1	1	1	MYO7A,CEP290
GO:0061614	pri-miRNA transcription from RNA polymerase II promoter	1	1	1	SRF,SMARCA4,GNL3,JUN
GO:0001101	response to acid chemical	1	1	1	ABCB4,UBR2,RRAGD,LTK,TMEM161A,IPO5,SP100,PDK3,TGFBR3,RRAGB,TESC,SNW1,PTK6,CTSH,SETX,LAMTOR3,LAMTOR2,RRAGC,PTK2B,CCR7,RARA,TMBIM6,RPTOR,ABL2,OGT,LAMTOR1,RRAGA,HLCS,UBR1,CAPN2,ZNF35,RARG,ADCY6,SHMT1,NDUFA13,GNG2,MTOR,DHFR,TWF2,LYN,OVCA2
GO:0071229	cellular response to acid chemical	1	1	1	UBR2,RRAGD,LTK,RRAGB,SNW1,SETX,LAMTOR3,LAMTOR2,RRAGC,PTK2B,RARA,RPTOR,ABL2,OGT,LAMTOR1,RRAGA,CAPN2,ZNF35,GNG2,TWF2,LYN
GO:0043200	response to amino acid	1	1	1	UBR2,RRAGD,RRAGB,LAMTOR3,LAMTOR2,RRAGC,TMBIM6,RPTOR,LAMTOR1,RRAGA,CAPN2,MTOR
GO:1903513	endoplasmic reticulum to cytosol transport	1	1	1	ERLEC1,UFD1L,DERL2,SRI,SEC61B,FAF2,PDE4D,AUP1,FKBP1B,EDEM1,UBAC2,OS9,DERL1,CALM2,RHBDD1,GSTO1,CACNA1C,CALM3,VCP,NPLOC4,UBE2G2,RYR1,SVIP,CALM1,UBE2J1
GO:1904888	cranial skeletal system development	1	1	1	FGFR2,TGFBR1,EIF4A3,TGFBR2
GO:0043543	protein acylation	3.64e-17	3.64e-17	1	MSL3,CREBBP,BRCA1,ZDHHC6,PHF20,ING3,PHF17,RAPGEF3,SRCAP,MYST3,BRPF3,SIRT1,SMARCB1,EP300,BRD1,PPM1A,RPS6KA5,NAA10,PIH1D1,KAT2A,ELP4,NAA25,OAS2,ING4,BRD8,KANSL3,WDR75,ATF2,CHD5,DR1,SET,SUPT7L,KIAA1267,EPC1,TAF12,NAA50,TAF1L,MORF4L2,NCOA3,USP22,GTF3C4,YEATS4,CPA4,HAT1,ELP3,CAMK1,MAP3K7,BLOC1S1,TAF5L,NMT1,ACTL6A,SAP130,PPM1B,LEF1,C12ORF41,NAA30,ESCO1,SMAD4,MDH2,TAF1,OGT,POLE3,TAF5,CSRP2BP,FOXO1,TADA1,NMT2,FLCN,NAA11,ZDHHC5,KAT6B,BRPF1,PAXIP1,TAF6L,RPS6KA4,IWS1,YEATS2,MEAF6,KLF15,NAA15,BRD7,APBB1,TAF10,TERF2IP,ING5,SIN3A,TADA3,ESCO2,HCFC1,NAA16,KAT5,TADA2B,MSL2,RUVBL1,CCDC101,DMAP1,TAF7,PER1,ZDHHC20,RUVBL2,EP400,MORF4L1,MCRS1,MSL1,NOC2L,SUPT3H,WDR5,TRRAP,LDB1,ZDHHC18,BAG6,TAF9
GO:0006473	protein acetylation	1.65e-19	1.65e-19	1	MSL3,CREBBP,BRCA1,PHF20,ING3,PHF17,RAPGEF3,SRCAP,MYST3,BRPF3,SIRT1,SMARCB1,EP300,BRD1,RPS6KA5,NAA10,PIH1D1,KAT2A,ELP4,NAA25,ING4,BRD8,KANSL3,WDR75,ATF2,CHD5,DR1,SET,SUPT7L,KIAA1267,EPC1,TAF12,NAA50,TAF1L,MORF4L2,NCOA3,USP22,GTF3C4,YEATS4,CPA4,HAT1,ELP3,CAMK1,MAP3K7,BLOC1S1,TAF5L,ACTL6A,SAP130,LEF1,C12ORF41,NAA30,ESCO1,SMAD4,MDH2,TAF1,OGT,POLE3,TAF5,CSRP2BP,FOXO1,TADA1,FLCN,NAA11,KAT6B,BRPF1,PAXIP1,TAF6L,RPS6KA4,IWS1,YEATS2,MEAF6,KLF15,NAA15,BRD7,APBB1,TAF10,TERF2IP,ING5,SIN3A,TADA3,ESCO2,HCFC1,NAA16,KAT5,TADA2B,MSL2,RUVBL1,CCDC101,DMAP1,TAF7,PER1,RUVBL2,EP400,MORF4L1,MCRS1,MSL1,NOC2L,SUPT3H,WDR5,TRRAP,LDB1,BAG6,TAF9
GO:1901983	regulation of protein acetylation	0.0188	0.0188	1	BRCA1,RAPGEF3,SIRT1,SMARCB1,RPS6KA5,PIH1D1,PARK7,SET,WBP2,CAMK1,ARRB1,SMAD4,FLCN,PAXIP1,CTBP1,RPS6KA4,IWS1,KLF15,BRD7,TERF2IP,SIN3A,KAT5,TADA2B,TAF7,RUVBL2,NOC2L
GO:0006475	internal protein amino acid acetylation	5.54e-19	5.54e-19	1	MSL3,CREBBP,BRCA1,PHF20,ING3,PHF17,SRCAP,MYST3,BRPF3,SIRT1,SMARCB1,EP300,BRD1,RPS6KA5,NAA10,PIH1D1,KAT2A,ELP4,ING4,BRD8,KANSL3,WDR75,ATF2,CHD5,DR1,SET,SUPT7L,KIAA1267,EPC1,TAF12,NAA50,TAF1L,MORF4L2,NCOA3,USP22,GTF3C4,YEATS4,CPA4,HAT1,ELP3,MAP3K7,TAF5L,ACTL6A,SAP130,LEF1,C12ORF41,SMAD4,MDH2,TAF1,OGT,POLE3,TAF5,CSRP2BP,TADA1,FLCN,NAA11,KAT6B,BRPF1,PAXIP1,TAF6L,RPS6KA4,IWS1,YEATS2,MEAF6,BRD7,APBB1,TAF10,ING5,SIN3A,TADA3,HCFC1,KAT5,TADA2B,MSL2,RUVBL1,CCDC101,DMAP1,TAF7,PER1,RUVBL2,EP400,MORF4L1,MCRS1,MSL1,NOC2L,SUPT3H,WDR5,TRRAP,LDB1,BAG6,TAF9
GO:1901985	positive regulation of protein acetylation	0.0485	0.0485	1	BRCA1,RAPGEF3,SMARCB1,RPS6KA5,PIH1D1,WBP2,CAMK1,SMAD4,PAXIP1,RPS6KA4,BRD7,TERF2IP,KAT5,TADA2B,RUVBL2
GO:0097034	mitochondrial respiratory chain complex IV biogenesis	1	1	1	BCS1L,COX19
GO:0090066	regulation of anatomical structure size	0.201	0.201	1	ACTR3,ARPC5,ARPC2
GO:0035150	regulation of tube size	1	1	1	ITGB1BP1,PER2,KEL
GO:0008214	protein dealkylation	3.2e-14	3.2e-14	1	HIST1H4H,KDM2A,HIST1H4C,HIST1H4J,HIST4H4,HIST2H4B,HIST2H4A,HIST1H4K,HIST1H4F,HIST1H4L,HIST1H4I,HIST1H4E,HIST1H4D,HIST1H4A,HIST1H4B
GO:0061641	CENP-A containing chromatin organization	4.26e-13	4.26e-13	1	CENPA,HIST1H4H,HIST1H4C,HIST1H4J,HIST4H4,HIST2H4B,HIST2H4A,HIST1H4K,HIST1H4F,HIST1H4L,HIST1H4I,HIST1H4E,HIST1H4D,HIST1H4A,HIST1H4B
GO:0018209	peptidyl-serine modification	3.42e-05	3.42e-05	1	CD44,PRKCH,FNIP2,PRKCQ,ARAF,MAPKAPK5,PPM1F,RPS6KA5,STK4,RASSF2,NAA10,IKBKB,MAP4K1,AKT2,PRKD2,MAPK8,STK38,PDCD10,NEK6,PKN1,MAP2K2,AKAP9,INPP5K,CSNK1G2,RIPK1,AKT1,TLK2,TAF1,IFNA16,ATM,CAMK4,NAA11,MAPK13,SMG1,NCK1,MORC3,RPS6KA4,RICTOR,CSNK1G1,HCLS1,PAK2,GNB2L1,MIF
GO:0018105	peptidyl-serine phosphorylation	6.12e-05	6.12e-05	1	CD44,PRKCH,FNIP2,PRKCQ,ARAF,MAPKAPK5,PPM1F,RPS6KA5,STK4,RASSF2,IKBKB,MAP4K1,AKT2,PRKD2,MAPK8,STK38,PDCD10,NEK6,PKN1,MAP2K2,AKAP9,INPP5K,CSNK1G2,RIPK1,AKT1,TLK2,TAF1,IFNA16,ATM,CAMK4,MAPK13,SMG1,NCK1,MORC3,RPS6KA4,RICTOR,CSNK1G1,HCLS1,PAK2,GNB2L1,MIF
GO:0072512	trivalent inorganic cation transport	1	1	1	ATP6V1H,ATP6AP1,DNM2,MCOLN1,ATP6V1D,TCIRG1,ATP6V1A,ATP6V1B1,ATP6V1C2,ATP6V1B2,ATP6V0D2,ATP6V1C1,LMTK2,RAB11B,ATP6V0C,ATP6V1E2
GO:0097696	STAT cascade	1	1	1	CRLF3,CTR9
GO:0007259	JAK-STAT cascade	1	1	1	CRLF3,CTR9
GO:0098780	response to mitochondrial depolarisation	1	1	1	ITPKC,GMIP,ACIN1,CRNKL1,PRKD2,BECN1,FGFBP1,FCGR3B,SNRPD1,MAP2K1,PGK2,NR2C2
GO:0071824	protein-DNA complex subunit organization	1.46e-49	1.46e-49	1	ATRX,HIRA,H2AFY,CENPA,ARID1A,HIST1H2BJ,H3F3B,HIST1H2BA,HIST1H2BD,HIST1H4H,H3F3A,HMGB2,HIST3H3,ATF7IP,HIST1H2BC,HIST3H2A,HIST2H3D,HIST2H2BE,HIST1H2BL,H2AFX,HMGB1,HIST3H2BB,HIST1H4C,HIST1H3J,HIST1H4J,HIST1H3D,HIST4H4,HIST1H2BK,HIST2H3C,HIST2H2BF,HIST2H3A,BRD2,HIST1H2BN,HIST2H4B,HIST2H4A,HIST1H4K,HIST1H2BM,HIST1H2BG,HIST1H3G,HIST1H3B,HIST1H2BE,HIST1H4F,HIST1H2BO,HIST1H3E,HIST1H4L,HIST1H3I,HIST1H2BH,HIST1H3A,HIST1H4I,HIST1H2BB,HIST1H4E,HIST1H4D,HIST1H2BF,HIST1H3F,HIST1H3C,HIST1H2BI,HIST1H4A,HIST1H4B,HIST1H3H
GO:0065004	protein-DNA complex assembly	3.6e-52	3.6e-52	1	ATRX,HIRA,H2AFY,CENPA,HIST1H2BJ,H3F3B,HIST1H2BA,HIST1H2BD,HIST1H4H,H3F3A,HMGB2,HIST3H3,ATF7IP,HIST1H2BC,HIST2H3D,HIST2H2BE,HIST1H2BL,H2AFX,HMGB1,HIST3H2BB,HIST1H4C,HIST1H3J,HIST1H4J,HIST1H3D,HIST4H4,HIST1H2BK,HIST2H3C,HIST2H2BF,HIST2H3A,BRD2,HIST1H2BN,HIST2H4B,HIST2H4A,HIST1H4K,HIST1H2BM,HIST1H2BG,HIST1H3G,HIST1H3B,HIST1H2BE,HIST1H4F,HIST1H2BO,HIST1H3E,HIST1H4L,HIST1H3I,HIST1H2BH,HIST1H3A,HIST1H4I,HIST1H2BB,HIST1H4E,HIST1H4D,HIST1H2BF,HIST1H3F,HIST1H3C,HIST1H2BI,HIST1H4A,HIST1H4B,HIST1H3H
GO:0034508	centromere complex assembly	1.11e-11	1.11e-11	1	CENPA,HIST1H4H,HIST1H4C,HIST1H4J,HIST4H4,HIST2H4B,HIST2H4A,HIST1H4K,HIST1H4F,HIST1H4L,HIST1H4I,HIST1H4E,HIST1H4D,HIST1H4A,HIST1H4B
GO:0060249	anatomical structure homeostasis	3.88e-07	3.88e-07	1	ERCC1,MRE11A,STRAP,RFC1,PNKP,RFC2,PRKCQ,SP100,SMG6,ACTB,MAP2K7,POLD3,XRCC5,CHMP2B,ATRX,MAP3K4,MAPKAPK5,P2RX7,LYZ,HNRNPC,TINF2,APEX1,POLA1,ACD,NBN,LIG1,RPA3,POLD2,TNKS2,OBFC1,GAR1,RFC5,MAK,SRF,RAD50,RPA2,TNFAIP3,PTK2B,POT1,TEP1,GNL3L,DKC1,NAPSA,RPA1,TERF2,RFC3,NAT10,HNRNPA1,TLR4,DNA2,POC1B,PML,WRAP53,SOD1,NHP2,PRIM2,HDAC8,HMBOX1,TERF1,ALDOA,NEK7,ADAM8,FBXO4,HNRNPU,NSMCE2,HIST1H4H,PIP,SMC6,RFC4,SYK,WRN,GYLTL1B,MC4R,B2M,TERF2IP,KRT1,HIST3H3,FEN1,TNKS,DHX36,POLD4,ERCC4,CTC1,NOP10,ACTG1,NELL2,MCRS1,SLX4,XRCC6,HIST1H4C,HIST1H4J,ZNF675,HIST4H4,PRIM1,SMC5,SMG5,POTEJ,PRKDC,PINX1,RTEL1,HIST2H4B,HIST2H4A,HIST1H4K,HIST1H4F,HIST1H4L,HIST1H4I,HIST1H4E,HIST1H4D,HIST1H4A,HIST1H4B
GO:0046716	muscle cell cellular homeostasis	1	1	1	CAPN3,SRF,SOD1,ALDOA,GYLTL1B
GO:0001906	cell killing	0.439	0.439	1	SLAMF7,IL12RB1,GZMB,CORO1A,CRTAM,RIPK3,ARRB2,CD226,SLAMF6,SERPINB9,RASGRP1,HLA-A,KLRK1
GO:0031341	regulation of cell killing	0.121	0.121	1	IL12RB1,CRTAM,RIPK3,ARRB2,CD226,SLAMF6,SERPINB9,RASGRP1,SERPINB4,HLA-A,KLRK1
GO:0018212	peptidyl-tyrosine modification	1	1	1	FGR,IBTK,MATK,BAZ1B,BTK,FYN,CD74,CD44,TNK2,LTK,TIE1,FGFR2,PRKCZ,FGFR3,TXK,FGFR1,PIBF1,ABL1,HCK,BMX,CSK,RIPK2,TGFB1,TYK2,PPP2R1A,JAK3,IL2,PTPN6,TTK,ITK,ZAP70,PDCL3,ARHGEF2,PTK2B,RAP2C,BLK,ABI1,SCYL1,ABL2,SFRP2,EPHA1,MERTK,SAMSN1,DYRK1A,ZFYVE28,ITGB2,SHC1,FGFR4,JAK1,PRKCD,SYK,CD300A,ALK,PTPN2,HCLS1,PAK2,RAP2B,FES,LCK,NF2,BCR,SEMA4D,PTPN1,ZGPAT,GNB2L1,TRIM27,FGFR1OP,ERCC6,MIF,LYN,CCL5
